# 2020-04-13 15:26:12 Translations: 869
Nr	Translated	Id	Translation	English
39	N	change-set.network-changes.orphan-routes-introduced	[Orphan routes added to this network]	Orphan routes added to this network
40	N	change-set.network-changes.removed-nodes	[Removed non-network nodes]	Removed non-network nodes
41	N	change-set.network-changes.removed-relations	[Removed non-route relations]	Removed non-route relations
42	N	change-set.network-changes.removed-ways	[Removed ways]	Removed ways
43	N	change-set.network-changes.updated-nodes	[Updated non-network nodes]	Updated non-network nodes
44	N	change-set.network-changes.updated-relations	[Updated non-route relations]	Updated non-route relations
45	N	change-set.network-changes.updated-ways	[Updated ways]	Updated ways
46	N	change-set.network-diffs.network-created	[Network created]	Network created
47	N	change-set.network-diffs.network-deleted	[Network deleted]	Network deleted
48	N	change-set.network-diffs.orphan-nodes-resolved	[Orphan nodes added to this network]	Orphan nodes added to this network
49	N	change-set.orphan-nodes	[Orphan node(s)]	Orphan node(s)
50	N	change-set.orphan-nodes.title	[Orphan nodes]	Orphan nodes
51	N	change-set.orphan-routes	[Orphan route(s)]	Orphan route(s)
52	N	change-set.orphan-routes.title	[Orphan routes]	Orphan routes
53	N	change-set.title	[Changeset]	Changeset
54	N	changes-page.login-required	[Deze informatie is enkel beschikbaar voor OpenStreetMap gebruikers, na .]	The details of the changes history are available to registered OpenStreetMap contributors only, after .
55	N	changes-page.title	[Changes]	Changes
56	N	changes.impact	[Impact]	Impact
57	N	changes.no-changes	[No changes]	No changes
58	N	country.at	[Austria]	Austria
59	N	country.be	[Belgium]	Belgium
60	N	country.de	[Germany]	Germany
61	N	country.fr	[France]	France
62	N	country.nl	[The Netherlands]	The Netherlands
63	N	country.unsupported	[Unsupported (not Belgium, The Netherlands, Germany, France or Austria)]	Unsupported (not Belgium, The Netherlands, Germany, France or Austria)
64	N	doc-link.go-to-documentation	[Go to documentation]	Go to documentation
65	N	export.cancel	[Cancel]	Cancel
66	N	export.default-pdf	[Print (pdf)]	Print (pdf)
67	N	export.gpx	[GPX file]	GPX file
68	N	export.navigation-instructions-pdf	[Navigation instructions (pdf)]	Navigation instructions (pdf)
69	N	export.node-strip-pdf	[Node strip (pdf)]	Node strip (pdf)
70	N	export.ok	[OK]	OK
71	N	export.title	[Export]	Export
72	N	fact-diffs.introduced-fact	[Introduced fact]	Introduced fact
73	N	fact-diffs.introduced-facts	[Introduced facts]	Introduced facts
74	N	fact-diffs.remaining-fact	[Remaining fact]	Remaining fact
75	N	fact-diffs.remaining-facts	[Remaining facts]	Remaining facts
76	N	fact-diffs.resolved-fact	[Resolved fact]	Resolved fact
77	N	fact-diffs.resolved-facts	[Resolved facts]	Resolved facts
78	N	fact-page.title	[All facts]	All facts
79	N	fact.description-missing	[description missing!!]	description missing!!
80	N	fact.description.added	[Added to the analysis.]	Added to the analysis.
81	N	fact.description.become-orphan	[Has become orphan.]	Has become orphan.
82	N	fact.description.deleted	[Deleted from the OpenStreetMap database.]	Deleted from the OpenStreetMap database.
83	N	fact.description.integrity-check	[This network node has a tag that indicates the expected number of routes that arrive/depart in this node.]	This network node has a tag that indicates the expected number of routes that arrive/depart in this node.
84	N	fact.description.integrity-check-failed	[The actual number of routes does not match the expected number of routes. Routes with tag "state" equal to "connection or "alternate" are not counted.]	The actual number of routes does not match the expected number of routes. Routes with tag "state" equal to "connection" or "alternate" are not counted.
85	N	fact.description.lost-bicycle-node-tag	[This node is no longer a valid bicylenetwork node because the rcn_ref tag has been removed.]	This node is no longer a valid bicylenetwork node because the rcn_ref tag has been removed.
86	N	fact.description.lost-canoe-node-tag	[This node is no longer a valid canoenetwork node because the rpn_ref tag has been removed.]	This node is no longer a valid canoenetwork node because the rpn_ref tag has been removed.
87	N	fact.description.lost-hiking-node-tag	[This node is no longer a valid hikingnetwork node because the rwn_ref tag has been removed.]	This node is no longer a valid hikingnetwork node because the rwn_ref tag has been removed.
88	N	fact.description.lost-horse-riding-node-tag	[This node is no longer a valid horse riding network node because the rhn_ref tag has been removed.]	This node is no longer a valid horse riding network node because the rhn_ref tag has been removed.
89	N	fact.description.lost-inline-skate-node-tag	[This node is no longer a valid inline skating network node because the rin_ref tag has been removed.]	This node is no longer a valid inline skating network node because the rin_ref tag has been removed.
90	N	fact.description.lost-motorboat-node-tag	[This node is no longer a valid motorboatnetwork node because the rmn_ref tag has been removed.]	This node is no longer a valid motorboatnetwork node because the rmn_ref tag has been removed.
91	N	fact.description.lost-route-tags	[This relation is no longer a valid network route because a required tag has been removed.]	This relation is no longer a valid network route because a required tag has been removed.
92	N	fact.description.name-missing	[The network relation does not contain the mandatory tag with key "name".]	The network relation does not contain the mandatory tag with key "name".
93	N	fact.description.network-extra-member-node	[The network relation contains members of type _"node"_ that are unexpected (we expect only network nodes or information maps as members in the network relation).]	The network relation contains members of type _"node"_ that are unexpected (we expect only network nodes or information maps as members in the network relation).
94	N	fact.description.network-extra-member-relation	[The network relation contains members of type _"relation"_ that are unexpected (expect only valid route relations or network nodes as members in the node network relation).]	The network relation contains members of type _"relation"_ that are unexpected (expect only valid route relations or network nodes as members in the node network relation).
95	N	fact.description.network-extra-member-way	[The network relation contains members of type _"way"_ (expect only route relations or network nodes as members in the node network relation).]	The network relation contains members of type _"way"_ (expect only route relations or network nodes as members in the node network relation).
96	N	fact.description.node-member-missing	[The node is not member of the network relation.]	The node is not member of the network relation.
97	N	fact.description.orphan-node	[This node does not belong to a network. The node was not added as a member to a valid network relation, and also not added as a member to valid route relation (that itself was added as a member to a valid network relation or is an orphan route).]	This node does not belong to a network. The node was not added as a member to a valid network relation, and also not added as a member to valid route relation (that itself was added as a member to a valid network relation or is an orphan route).
98	N	fact.description.orphan-route	[This route does not belong to a network. The route was not added as a member to a valid network relation.]	This route does not belong to a network. The route was not added as a member to a valid network relation.
99	N	fact.description.route-analysis-failed	[The route could not be analyzed (too complex?).]	The route could not be analyzed (too complex?).
100	N	fact.description.route-broken	[TODO]	TODO
101	N	fact.description.route-fixmetodo	[Route definition needs work (has tag _"fixmetodo"_).]	Route definition needs work (has tag _"fixmetodo"_).
102	N	fact.description.route-incomplete	[The route is marked as having an incomplete definition. A route definition is explicitely marked incomplete by adding a tag _"fixme"_ with value _"incomplete"_ in the route relation.]	The route is marked as having an incomplete definition. A route definition is explicitely marked incomplete by adding a tag _"fixme"_ with value _"incomplete"_ in the route relation.
103	N	fact.description.route-incomplete-ok	[The route is marked as having an incomplete definition. A route definition is explicitely marked incomplete by adding a tag _"fixme"_ with value _"incomplete"_ in the route relation. But after analysis, the route seems to be ok.]	The route is marked as having an incomplete definition. A route definition is explicitely marked incomplete by adding a tag _"fixme"_ with value _"incomplete"_ in the route relation. But after analysis, the route seems to be ok.
104	N	fact.description.route-invalid-sorting-order	[The route is valid, but the sorting order of the ways is incorrect.]	The route is valid, but the sorting order of the ways is incorrect.
105	N	fact.description.route-name-missing	[The route relation does not have a _"note"_ tag with the route name.]	The route relation does not have a _"note"_ tag with the route name.
106	N	fact.description.route-node-missing-in-ways	[The end node and/or the begin node is not found in any of the ways of this route.]	The end node and/or the begin node is not found in any of the ways of this route.
107	N	fact.description.route-node-name-mismatch	[The route name in the _note_ tag in the route relation does not match the expected name as derived from the start and end node of the route.]	The route name in the _note_ tag in the route relation does not match the expected name as derived from the start and end node of the route.
108	N	fact.description.route-not-backward	[There is no path in the backward direction (from end node to start node).]	There is no path in the backward direction (from end node to start node).
109	N	fact.description.route-not-continious	[The route is broken: the begin- and end-networknodes cannot be connected through ways either "in the forward direction or the backward direction or both.]	The route is broken: the begin- and end-networknodes cannot be connected through ways either in the forward direction or the backward direction or both.
110	N	fact.description.route-not-forward	[There is no path in the forward direction (from start node to end node).]	There is no path in the forward direction (from start node to end node).
111	N	fact.description.route-not-one-way	[The route is tagged as useable in one direction only, but the analysis logic does find ways in both directions.]	The route is tagged as useable in one direction only, but the analysis logic does find ways in both directions.
112	N	fact.description.route-one-way	[The route is tagged as useable in one direction only. This is OK.]	The route is tagged as useable in one direction only. This is OK.
113	N	fact.description.route-overlapping-ways	[No detailed route analysis is performed because the route contains overlapping ways.]	No detailed route analysis is performed because the route contains overlapping ways.
114	N	fact.description.route-redundant-nodes	[The ways of this route contain extra nodes other than the start and end nodes.]	The ways of this route contain extra nodes other than the start and end nodes.
115	N	fact.description.route-suspicious-ways	[Route with funny ways (for example ways with only 1 node).]	Route with funny ways (for example ways with only 1 node).
116	N	fact.description.route-tag-invalid	[Invalid value in required tag _"route"_ in route relation. A bicycle route relation needs to have value _"bicycle"_ in its _"route"_ tag. A hiking route relation needs to have one of the following values in its _"route"_ tag: _"foot"_, _"hiking"_, or _"walking"_. Note that _"walking"_ is a value that is frequently found, but not actually documented as a valid value in the OSM wiki pages.]	Invalid value in required tag _"route"_ in route relation. A bicycle route relation needs to have value _"bicycle"_ in its _"route"_ tag. A hiking route relation needs to have one of the following values in its _"route"_ tag: _"foot"_, _"hiking"_, or _"walking"_. Note that _"walking"_ is a value that is frequently found, but not actually documented as a valid value in the OSM wiki pages.
117	N	fact.description.route-tag-missing	[Routerelation does not contain the required _route_ tag.]	Routerelation does not contain the required _route_ tag.
118	N	fact.description.route-unaccessible	[Part of the route does not seem context.gotoGlossaryEntry("accessible", "accessible"), .]	Part of the route does not seem [accessible](/en/docs/en.html#_accessible).
119	N	fact.description.route-unexpected-node	[The route relation contains 1 or more unexpected nodes]	The route relation contains 1 or more unexpected nodes
120	N	fact.description.route-unexpected-relation	[The route relation contains one or more unexpected relation members. In route relations we expect only members of type _"way"_, or members of type _"node"_ with a tag _"rwn_ref"_ or _"rcn_ref"_.]	The route relation contains one or more unexpected relation members. In route relations we expect only members of type _"way"_, or members of type _"node"_ with a tag _"rwn_ref"_ or _"rcn_ref"_.
121	N	fact.description.route-unused-segments	[The route contains ways or part of ways that are not used in the connection between the end nodes.]	The route contains ways or part of ways that are not used in the connection between the end nodes.
122	N	fact.description.route-without-ways	[The route does not contain any ways (we expect the route to contain at least 1 way).]	The route does not contain any ways (we expect the route to contain at least 1 way).
123	N	fact.description.was-orphan	[No longer an orphan.]	No longer an orphan.
124	N	fact.name.added	[Added]	Added
125	N	fact.name.become-orphan	[BecomeOrphan]	BecomeOrphan
126	N	fact.name.deleted	[Deleted]	Deleted
127	N	fact.name.integrity-check	[IntegrityCheck]	IntegrityCheck
128	N	fact.name.integrity-check-failed	[IntegrityCheckFailed]	IntegrityCheckFailed
129	N	fact.name.lost-bicycle-node-tag	[LostBicycleNodeTag]	LostBicycleNodeTag
130	N	fact.name.lost-hiking-node-tag	[LostHikingNodeTag]	LostHikingNodeTag
131	N	fact.name.lost-route-tags	[LostRouteTags]	LostRouteTags
132	N	fact.name.name-missing	[NameMissing]	NameMissing
133	N	fact.name.network-extra-member-node	[NetworkExtraMemberNode]	NetworkExtraMemberNode
134	N	fact.name.network-extra-member-relation	[NetworkExtraMemberRelation]	NetworkExtraMemberRelation
135	N	fact.name.network-extra-member-way	[NetworkExtraMemberWay]	NetworkExtraMemberWay
136	N	fact.name.node-member-missing	[NodeMemberMissing]	NodeMemberMissing
137	N	fact.name.orphan-node	[OrphanNode]	OrphanNode
138	N	fact.name.orphan-route	[OrphanRoute]	OrphanRoute
139	N	fact.name.route-analysis-failed	[RouteAnalysisFailed]	RouteAnalysisFailed
140	N	fact.name.route-broken	[RouteBroken]	RouteBroken
141	N	fact.name.route-fixmetodo	[RouteFixmetodo]	RouteFixmetodo
142	N	fact.name.route-incomplete	[RouteIncomplete]	RouteIncomplete
143	N	fact.name.route-incomplete-ok	[RouteIncompleteOk]	RouteIncompleteOk
144	N	fact.name.route-invalid-sorting-order	[RouteInvalidSortingOrder]	RouteInvalidSortingOrder
145	N	fact.name.route-name-missing	[RouteNameMissing]	RouteNameMissing
146	N	fact.name.route-node-missing-in-ways	[RouteNodeMissingInWays]	RouteNodeMissingInWays
147	N	fact.name.route-node-name-mismatch	[RouteNodeNameMismatch]	RouteNodeNameMismatch
148	N	fact.name.route-not-backward	[RouteNotBackward]	RouteNotBackward
149	N	fact.name.route-not-continious	[RouteNotContinious]	RouteNotContinious
150	N	fact.name.route-not-forward	[RouteNotForward]	RouteNotForward
151	N	fact.name.route-not-one-way	[RouteNotOneWay]	RouteNotOneWay
152	N	fact.name.route-one-way	[RouteOneWay]	RouteOneWay
153	N	fact.name.route-overlapping-ways	[RouteOverlappingWays]	RouteOverlappingWays
154	N	fact.name.route-redundant-nodes	[RouteRedundantNodes]	RouteRedundantNodes
155	N	fact.name.route-reversed	[RouteReversed]	RouteReversed
156	N	fact.name.route-suspicious-ways	[RouteSuspiciousWays]	RouteSuspiciousWays
157	N	fact.name.route-tag-invalid	[RouteTagInvalid]	RouteTagInvalid
158	N	fact.name.route-tag-missing	[RouteTagMissing]	RouteTagMissing
159	N	fact.name.route-unaccessible	[RouteUnaccessible]	RouteUnaccessible
160	N	fact.name.route-unexpected-node	[RouteUnexpectedNode]	RouteUnexpectedNode
161	N	fact.name.route-unexpected-relation	[RouteUnexpectedRelation]	RouteUnexpectedRelation
162	N	fact.name.route-unused-segments	[RouteUnusedSegments]	RouteUnusedSegments
163	N	fact.name.route-without-ways	[RouteWithoutWays]	RouteWithoutWays
164	N	fact.name.was-orphan	[WasOrphan]	WasOrphan
165	N	facts.none	[None]	None
166	N	filter.title	[Filter]	Filter
167	N	footer.contact	[contact]	contact
168	N	footer.documentation	[documentation]	documentation
169	N	footer.issues	[issues]	issues
170	N	footer.status	[status]	status
171	N	history-incomplete.warning	[Older changes cannot be shown. The history in the analysis database does not go beyond]	Older changes cannot be shown. The history in the analysis database does not go beyond 2012-09-12 ( License change ).
172	N	home.analysis	[Analysis]	Analysis
173	N	home.map	[Map]	Map
174	N	home.page-title	[Node networks]	Node networks
175	N	integrity-indicator.gray.text	[This network node does not have an tag. This is OK because the use of this tag is optional.]	This network node does not have an _""_ tag. This is OK because the use of this tag is optional.
176	N	integrity-indicator.gray.title	[OK - expected route count missing]	OK - expected route count missing
177	N	integrity-indicator.green.text	[The number of routes found in this network node () does match the expected number of routes () as defined in the tag on this node.]	The number of routes found in this network node () does match the expected number of routes () as defined in the _""_ tag on this node. This is what we expect.
178	N	integrity-indicator.green.title	[OK - expected route count]	OK - expected route count
179	N	integrity-indicator.letter	[E]	E
180	N	integrity-indicator.red.text	[The number of routes found in this network node () does not match the expected number of routes () as defined in the tag on this node.]	The number of routes found in this network node () does not match the expected number of routes () as defined in the _""_ tag on this node.
181	N	integrity-indicator.red.title	[NOK - unexpected route count]	NOK - unexpected route count
182	N	link.logout	[logout]	logout
183	N	links.edit	[edit]	edit
184	N	location-changes.title	[Changes]	Changes
185	N	location-facts.none	[None]	None
186	N	location-facts.title	[Facts]	Facts
187	N	location-map.title	[Map]	Map
188	N	location-nodes.no-nodes	[No nodes]	No nodes
189	N	location-nodes.no-routes	[no routes]	no routes
190	N	location-nodes.table.analysis	[Analysis]	Analysis
191	N	location-nodes.table.last-edit	[Last edit]	Last edit
192	N	location-nodes.table.node	[Node]	Node
193	N	location-nodes.table.nr	[Nr]	Nr
194	N	location-nodes.table.routes	[Routes]	Routes
195	N	location-nodes.title	[Nodes]	Nodes
196	N	location-page.header	[in]	in
197	N	location-page.menu.changes	[Changes]	Changes
198	N	location-page.menu.facts	[Facts]	Facts
199	N	location-page.menu.map	[Map]	Map
200	N	location-page.menu.nodes	[Nodes]	Nodes
201	N	location-page.menu.routes	[Routes]	Routes
202	N	location-routes.no-routes	[No routes]	No routes
203	N	location-routes.table.broken	[Broken]	Broken
204	N	location-routes.table.distance	[Distance]	Distance
205	N	location-routes.table.distance.value	[m]	m
206	N	location-routes.table.last-edit	[Last edit]	Last edit
207	N	location-routes.table.nr	[Nr]	Nr
208	N	location-routes.table.route	[Route]	Route
209	N	location-routes.title	[Routes]	Routes
210	N	location.location-not-found	[Location not found]	Location not found
211	N	location.selector.button	[Location overview]	Location overview
212	N	location.selector.input.place-holder	[enter municipality or other administrative boundary name]	enter municipality or other administrative boundary name
213	N	location.tree.all	[All]	All
214	N	location.tree.collapse-all	[Collapse all]	Collapse all
215	N	location.tree.expand-all	[Expand all]	Expand all
216	N	location.tree.in-use-only	[In use only]	In use only
217	N	login	[login]	login
218	N	login.note.1	[Login allows you to view extra information, such as changeset details, network history, route history and node history.]	Login allows you to view extra information, such as changeset details, network history, route history and node history.
219	N	login.note.2	[This information is available to registered OpenStreetMap users only.]	This information is available to registered OpenStreetMap users only.
220	N	login.note.3	[After clicking the "login" button below, you will be directed (via the OpenStreetMap login page if you are not logged in to OpenStreetMap yet) to the OpenStreetMap page "Authorize access to your account". Click the button "Grant access" (leave the option "read your user preferences" checked).]	After clicking the "login" button below, you will be directed (via the OpenStreetMap login page if you are not logged in to OpenStreetMap yet) to the OpenStreetMap page "Authorize access to your account". Click the button "Grant access" (leave the option "read your user preferences" checked).
221	N	login.note.4	[The knooppuntnet application only reads your username from the user preferences to establish that you are a registered OpenStreetMap user. All other user preferences are ignored, and not stored in knooppuntnet.]	The knooppuntnet application only reads your username from the user preferences to establish that you are a registered OpenStreetMap user. All other user preferences are ignored, and not stored in knooppuntnet.
222	N	login.note.5	[This login procedure uses OpenStreetMap security. Knooppuntnet does not have access to your password at any moment.]	This login procedure uses OpenStreetMap security. Knooppuntnet does not have access to your password at any moment.
223	N	login.note.6	[You remain logged in (also after closing you browser), until you explicitly logout through the logout page. To login again after logout you will have to use the same login procedure again.]	You remain logged in (also after closing you browser), until you explicitly logout through the logout page. To login again after logout you will have to use the same login procedure again.
224	N	login.submit	[Login]	Login
225	N	login.title	[Login]	Login
226	N	logout.logged-in	[You are currently logged in as .]	You are currently logged in as .
227	N	logout.login-comment	[You can login to view extra information that is available to users only.]	You can login to view extra information that is available to users only.
228	N	logout.not-logged-in	[You are not logged in.]	You are not logged in.
229	N	logout.note.1	[This allows you to view extra information that is available to OpenStreetMap users only.]	This allows you to view extra information that is available to OpenStreetMap users only.
230	N	logout.note.2	[After logging out you can continue to use this website. However, the additional information such as changesets, network changes, route changes and node changes will not be visible anymore. Your personal OpenStreetMap will still contain this application. The application can safely be revoked. The authorization will not be used anymore. A new authorization will be created when logging in again.]	After logging out you can continue to use this website. However, the additional information such as changesets, network changes, route changes and node changes will not be visible anymore. Your personal OpenStreetMap will still contain this application. The application can safely be revoked. The authorization will not be used anymore. A new authorization will be created when logging in again.
231	N	logout.submit	[Logout]	Logout
232	N	logout.title	[Logout]	Logout
233	N	map.end-node	[End node]	End node
234	N	map.end-tentacle-node	[End tentacle node]	End tentacle node
235	N	map.layer.added	[Added]	Added
236	N	map.layer.backward-route	[Backward route]	Backward route
237	N	map.layer.boundary	[Boundary]	Boundary
238	N	map.layer.canoe	[Canoe]	Canoe
239	Y	map.layer.cycling	Vélo	Cycling
240	N	map.layer.deleted	[Deleted]	Deleted
241	N	map.layer.end-tentacle	[End tentacle]	End tentacle
242	N	map.layer.forward-route	[Forward route]	Forward route
243	N	map.layer.hiking	[Hiking]	Hiking
244	N	map.layer.horse-riding	[Horse riding]	Horse riding
245	N	map.layer.inline-skating	[Inline Skating]	Inline Skating
246	N	map.layer.motorboat	[Motorboat]	Motorboat
247	N	map.layer.network	[Network]	Network
248	N	map.layer.networks	[Networks]	Networks
249	N	map.layer.node	[Node]	Node
250	N	map.layer.nodes	[Nodes]	Nodes
251	N	map.layer.nodes-and-routes	[Nodes and routes]	Nodes and routes
252	N	map.layer.osm	[OpenStreetMap]	OpenStreetMap
253	N	map.layer.other-routes	[Other routes]	Other routes
254	N	map.layer.start-tentacle	[Start tentacle]	Start tentacle
255	N	map.layer.tile-names	[Tile names]	Tile names
256	N	map.layer.unchanged	[Unchanged]	Unchanged
257	N	map.layer.unused	[Unused]	Unused
258	N	map.node-popup.more-details	[More details]	More details
259	N	map.node-popup.network	[Network]	Network
260	N	map.node-popup.networks	[Networks]	Networks
261	N	map.node-popup.no-networks	[None]	None
262	N	map.node-popup.routes	[Routes]	Routes
263	N	map.node-popup.routes.none	[None]	None
264	N	map.node-popup.title	[Node]	Node
265	N	map.redundant-node	[Redundant node]	Redundant node
266	N	map.route-popup.more-details	[More details]	More details
267	N	map.route-popup.network	[Network]	Network
268	N	map.route-popup.networks	[Networks]	Networks
269	N	map.route-popup.no-networks	[None]	None
270	N	map.route-popup.title	[Route]	Route
271	N	map.start-node	[Start node]	Start node
272	N	map.start-tentacle-node	[Start tentacle node]	Start tentacle node
273	N	network-changes.login-required	[The network history is available to registered OpenStreetMap contributors only, after]	The details of network changes history are available to registered OpenStreetMap contributors only, after .
274	N	network-changes.network-created	[Network created]	Network created
275	N	network-changes.network-deleted	[Network deleted]	Network deleted
276	N	network-changes.network-nodes.added	[Added node(s)]	Added node(s)
277	N	network-changes.network-nodes.removed	[Removed network node(s)]	Removed network node(s)
278	N	network-changes.network-nodes.updated	[Updated network node(s)]	Updated network node(s)
279	N	network-changes.network-not-found	[Network not found]	Network not found
280	N	network-changes.network-relation-updated	[Updated network relation]	Updated network relation
281	N	network-changes.nodes.added	[Added non-network node member(s) in network relation]	Added non-network node member(s) in network relation
282	N	network-changes.nodes.removed	[Removed non-network node member(s) from network relation]	Removed non-network node member(s) from network relation
283	N	network-changes.nodes.updated	[Updated non-network node(s)]	Updated non-network node(s)
284	N	network-changes.relations.added	[Added non-route relation(s) in network relation]	Added non-route relation(s) in network relation
285	N	network-changes.relations.removed	[Removed non-route relation(s) from network relation]	Removed non-route relation(s) from network relation
286	N	network-changes.relations.updated	[Updated non-route relation(s)]	Updated non-route relation(s)
287	N	network-changes.routes.added	[Added route(s)]	Added route(s)
288	N	network-changes.routes.removed	[Removed route(s)]	Removed route(s)
289	N	network-changes.routes.updated	[Updated route(s)]	Updated route(s)
290	N	network-changes.title	[Changes]	Changes
291	N	network-changes.ways.added	[Added way member(s) in network relation]	Added way member(s) in network relation
292	N	network-changes.ways.removed	[Removed way member(s) from network relation]	Removed way member(s) from network relation
293	N	network-changes.ways.updated	[Updated way member(s)]	Updated way member(s)
294	N	network-details.contains-broken-routes	[This network contains broken (non-continuous) routes.]	This network contains broken (non-continuous) routes.
295	N	network-details.country	[Country]	Country
296	N	network-details.last-updated	[Last updated]	Last updated
297	N	network-details.network-not-found	[Network not found]	Network not found
298	N	network-details.nodes	[nodes]	nodes
299	N	network-details.not-active	[Not active]	This network is not active anymore.
300	N	network-details.relation-last-updated	[Relation last updated]	Relation last updated
301	N	network-details.routes	[routes]	routes
302	N	network-details.situation-on	[Situation on]	Situation on
303	N	network-details.summary	[Summary]	Summary
304	N	network-details.tags	[Tags]	Tags
305	N	network-details.title	[Details]	Details
306	N	network-facts.checks-table.actual	[Actual]	Actual
307	N	network-facts.checks-table.expected	[Expected]	Expected
308	N	network-facts.checks-table.node	[Node]	Node
309	N	network-facts.checks-table.title	[node integrity check failures]	node integrity check failures
310	N	network-facts.network-not-found	[Network not found]	Network not found
311	N	network-facts.no-facts	[No facts]	No facts
312	N	network-facts.node	[Node:]	Node:
313	N	network-facts.nodes	[Nodes:]	Nodes:
314	N	network-facts.route	[Route:]	Route:
315	N	network-facts.routes	[Routes:]	Routes:
316	N	network-facts.title	[Facts]	Facts
317	N	network-indicator.gray.text	[This node is not included as a member in the network relation. This is OK. This node must belong to a different network, because all routes to this node within this network have the role "connection" in the network relation.]	This node is not included as a member in the network relation. This is OK. This node must belong to a different network, because all routes to this node within this network have the role "connection" in the network relation.
318	N	network-indicator.gray.title	[OK - Not defined in network relation]	OK - Not defined in network relation
319	N	network-indicator.green.text	[This node is included as a member in the network relation. This is what we expect.]	This node is included as a member in the network relation. This is what we expect.
320	N	network-indicator.green.title	[OK - Defined in network relation]	OK - Defined in network relation
321	N	network-indicator.letter	[N]	N
322	N	network-indicator.orange.text	[This node is included as a member in the network relation. We did not expect this, because all routes to this node have role "connection". This would mean that the node is part of another network. We expect that the node is not included in the network relation, unless it receives the role "connection".]	This node is included as a member in the network relation. We did not expect this, because all routes to this node have role "connection". This would mean that the node is part of another network. We expect that the node is not included in the network relation, unless it receives the role "connection".
323	N	network-indicator.orange.title	[Unexpected - Defined in network relation]	Unexpected - Defined in network relation
324	N	network-indicator.red.text	[This node is not included as a member in the network relation. This is not OK. The convention is to include each node in the network relation. An exception is when the node belongs to another network (all routes to this node have role "connection" in the network relation), then the node does not have to be included as member in the network relation. The node can be added the network relation, but should get the role "connection" in that case.]	This node is not included as a member in the network relation. This is not OK. The convention is to include each node in the network relation. An exception is when the node belongs to another network (all routes to this node have role "connection" in the network relation), then the node does not have to be included as member in the network relation. The node can be added the network relation, but should get the role "connection" in that case.
325	N	network-indicator.red.title	[NOK - Not defined in network relation]	NOK - Not defined in network relation
326	N	network-map.title	[Map]	Map
327	N	network-nodes.network-not-found	[Network not found]	Network not found
328	N	network-nodes.no-nodes	[No network nodes in network]	No network nodes in network
329	N	network-nodes.no-routes	[no routes]	no routes
330	N	network-nodes.table.analysis	[Analysis]	Analysis
331	N	network-nodes.table.last-edit	[Last edit]	Last edit
332	N	network-nodes.table.node	[Node]	Node
333	N	network-nodes.table.nr	[Nr]	Nr
334	N	network-nodes.table.routes	[Routes]	Routes
335	N	network-nodes.title	[Nodes]	Nodes
336	N	network-page.menu.changes	[Changes]	Changes
337	N	network-page.menu.details	[Details]	Details
338	N	network-page.menu.facts	[Facts]	Facts
339	N	network-page.menu.map	[Map]	Map
340	N	network-page.menu.nodes	[Nodes]	Nodes
341	N	network-page.menu.routes	[Routes]	Routes
342	N	network-routes.network-not-found	[Network not found]	Network not found
343	N	network-routes.no-routes	[No network routes in network]	No network routes in network
